	BioProject	Sample	Read1_before	Read1_after	Read2_before	Read2_after	Adapter_trimmed	Kraken_total	Classified_reads	Classified_%	Unclassified_reads	Unclassified_%	File
871	PRJEB72526		15805154	15388857	15805154	15388857	36306	30777714	26745859	86.90	4031855	13.10	234324_35_PRJEB72526_ERR14225629.err
872	PRJNA1237248	SRR32733698	46414140	46395340			0	46395340	41343546	89.11	5051794	10.89	234325_362_PRJNA1237248_SRR32733698.err
873	PRJNA447983	SRR6915222	22041807	21658809	22041807	21658809	429688	43317618	37678740	86.98	5638878	13.02	693749_42_PRJNA447983_SRR6915222.err
874	PRJEB72525		51480524	30854314	51480524	30854314	1727456	61708628	53113311	86.07	8595317	13.93	232906_25_PRJEB72525_ERR14206353.err
875	PRJNA1237248	SRR32733071	46614586	46597596			0	46597596	43000899	92.28	3596697	7.72	234325_837_PRJNA1237248_SRR32733071.err
876	PRJNA1237248	SRR32732882	39018211	39002455			0	39002455	34930986	89.56	4071469	10.44	234325_558_PRJNA1237248_SRR32732882.err
877	PRJNA1237248	SRR32733314	37325164	37308236			0	37308236	33143137	88.84	4165099	11.16	234325_642_PRJNA1237248_SRR32733314.err
878	PRJNA1237248	SRR32732851	67250772	67225626			0	67225626	57777923	85.95	9447703	14.05	234325_78_PRJNA1237248_SRR32732851.err
879	PRJNA763023	SRR16124280	50485710	49319793	50485710	49319793	2919612	98639586	86809313	88.01	11830273	11.99	693415_163_PRJNA763023_SRR16124280.err
881	PRJEB72525		17943199	10989341	17943199	10989341	748264	21978682	18677680	84.98	3301002	15.02	232906_13_PRJEB72525_ERR14205406.err
882	PRJNA1237248	SRR32732989	41255613	41243961			0	41243961	36828115	89.29	4415846	10.71	234325_574_PRJNA1237248_SRR32732989.err
884	PRJNA429097	SRR6451669	18792672	17134120	18792672	17134120	13382	34268240	29646120	86.51	4622120	13.49	693416_88_PRJNA429097_SRR6451669.err
885	PRJNA1237248	SRR32733423	53341204	53318425			0	53318425	47336005	88.78	5982420	11.22	234325_23_PRJNA1237248_SRR32733423.err
887	PRJNA1237248	SRR32732823	35004123	34987501			0	34987501	31259214	89.34	3728287	10.66	234325_621_PRJNA1237248_SRR32732823.err
888	PRJEB72524		38717460	36990356	38717460	36990356	1829246	73980712	65500261	88.54	8480451	11.46	694103_8_PRJEB72524_ERR14205015.err
890	PRJNA1237248	SRR32733679	44063698	44045676			0	44045676	37786639	85.79	6259037	14.21	234325_518_PRJNA1237248_SRR32733679.err
891	PRJNA1237248	SRR32733648	48186811	48165521			0	48165521	41744572	86.67	6420949	13.33	234325_714_PRJNA1237248_SRR32733648.err
892	PRJEB72524		17831848	17004351	17831848	17004351	779774	34008702	29947564	88.06	4061138	11.94	694103_67_PRJEB72524_ERR14205036.err
893	PRJNA1237248	SRR32733305	33251726	33238728			0	33238728	30118091	90.61	3120637	9.39	234325_141_PRJNA1237248_SRR32733305.err
895	PRJNA731589	SRR14610574	28447851	28016918	28447851	28016918	686268	56033836	49539271	88.41	6494565	11.59	693420_46_PRJNA731589_SRR14610574.err
897	PRJEB72525		7881396	4796361	7881396	4796361	286334	9592722	8421185	87.79	1171537	12.21	232906_68_PRJEB72525_ERR14206981.err
898	PRJNA1237248	SRR32733282	53106673	53085389			0	53085389	48586130	91.52	4499259	8.48	234325_93_PRJNA1237248_SRR32733282.err
899	PRJNA763023	SRR16124296	40516197	39769857	40516197	39769857	3056498	79539714	72375760	90.99	7163954	9.01	693415_100_PRJNA763023_SRR16124296.err
900	PRJNA1237248	SRR32733435	52268392	52247089			0	52247089	46994599	89.95	5252490	10.05	234325_600_PRJNA1237248_SRR32733435.err
901	PRJEB72524		23132001	21911846	23132001	21911846	998606	43823692	39501922	90.14	4321770	9.86	694103_134_PRJEB72524_ERR14205085.err
902	PRJNA429097	SRR6456237	19538315	17994295	19538315	17994295	36682	35988590	31847021	88.49	4141569	11.51	693416_83_PRJNA429097_SRR6456237.err
903	PRJNA1237248	SRR32733557	35512607	35499264			0	35499264	32126300	90.50	3372964	9.50	234325_188_PRJNA1237248_SRR32733557.err
904	PRJNA1237248	SRR32733658	36667335	36653167			0	36653167	32629284	89.02	4023883	10.98	234325_425_PRJNA1237248_SRR32733658.err
905	PRJEB72523		19240028	18644464	19240028	18644464	34948	37288928	32597761	87.42	4691167	12.58	234221_45_PRJEB72523_ERR14137415.err
906	PRJNA447983	SRR6915133	16158798	15847069	16158798	15847069	52260	31694138	27508724	86.79	4185414	13.21	693749_138_PRJNA447983_SRR6915133.err
908	PRJNA1237248	SRR32733051	53025012	53001611			0	53001611	47370532	89.38	5631079	10.62	234325_623_PRJNA1237248_SRR32733051.err
909	PRJEB72525		7210272	4216306	7210272	4216306	261088	8432612	7256394	86.05	1176218	13.95	232906_76_PRJEB72525_ERR14205976.err
910	PRJNA429097	SRR6456182	19979901	19029001	19979901	19029001	12910	38058002	33863820	88.98	4194182	11.02	693416_66_PRJNA429097_SRR6456182.err
911	PRJEB72524		13791802	13160342	13791802	13160342	612934	26320684	22962057	87.24	3358627	12.76	694103_120_PRJEB72524_ERR14204639.err
912	PRJNA763023	SRR16124235	36156541	35642797	36156541	35642797	1706572	71285594	63448223	89.01	7837371	10.99	693415_179_PRJNA763023_SRR16124235.err
913	PRJEB72526		24050853	22481603	24050853	22481603	71392	44963206	39686429	88.26	5276777	11.74	234324_9_PRJEB72526_ERR14218891.err
914	PRJEB59350		32181589	29916882	32181589	29916882	37860	59833764	51948517	86.82	7885247	13.18	234322_33_PRJEB59350_ERR10825155.err
915	PRJEB72523		4528569	4372099	4528569	4372099	9796	8744198	7432102	84.99	1312096	15.01	234221_44_PRJEB72523_ERR14129553.err
917	PRJNA1237248	SRR32732825	34606000	34590201			0	34590201	30510877	88.21	4079324	11.79	234325_797_PRJNA1237248_SRR32732825.err
920	PRJEB59350		45981819	42762621	45981819	42762621	25084	85525242	76084701	88.96	9440541	11.04	234322_39_PRJEB59350_ERR10820976.err
922	PRJNA1237248	SRR32733207	41363407	41346041			0	41346041	37531216	90.77	3814825	9.23	234325_702_PRJNA1237248_SRR32733207.err
923	PRJNA1237248	SRR32733299	48076926	48053888			0	48053888	41686545	86.75	6367343	13.25	234325_823_PRJNA1237248_SRR32733299.err
925	PRJNA763023	SRR16124364	40629738	39295939	40629738	39295939	2776514	78591878	56820897	72.30	21770981	27.70	693415_121_PRJNA763023_SRR16124364.err
926	PRJNA731589	SRR14610580	41136099	40562753	41136099	40562753	545557	81125506	71976433	88.72	9149073	11.28	693420_69_PRJNA731589_SRR14610580.err
927	PRJNA1237248	SRR32733349	48392247	48374051			0	48374051	41999075	86.82	6374976	13.18	234325_505_PRJNA1237248_SRR32733349.err
928	PRJEB72525		24262290	14458124	24262290	14458124	933048	28916248	25180261	87.08	3735987	12.92	232906_73_PRJEB72525_ERR14205973.err
930	PRJNA1237248	SRR32733584	46817824	46797644			0	46797644	42258793	90.30	4538851	9.70	234325_375_PRJNA1237248_SRR32733584.err
932	PRJNA763023	SRR16124323	40896138	40258487	40896138	40258487	2450128	80516974	69232120	85.98	11284854	14.02	693415_115_PRJNA763023_SRR16124323.err
934	PRJNA1237248	SRR32733441	46213825	46193486			0	46193486	41276850	89.36	4916636	10.64	234325_824_PRJNA1237248_SRR32733441.err
935	PRJEB59350		21272556	17237060	21272556	17237060	27334	34474120	30459716	88.36	4014404	11.64	234322_4_PRJEB59350_ERR10821177.err
936	PRJEB72524		12363914	11722042	12363914	11722042	538326	23444084	21162715	90.27	2281369	9.73	694103_170_PRJEB72524_ERR14204630.err
937	PRJNA1237248	SRR32733219	58687749	58664610			0	58664610	51528169	87.84	7136441	12.16	234325_646_PRJNA1237248_SRR32733219.err
938	PRJEB72524		17560957	16753350	17560957	16753350	740552	33506700	29545532	88.18	3961168	11.82	694103_160_PRJEB72524_ERR14204993.err
939	PRJEB72524		11608432	11052084	11608432	11052084	532710	22104168	20002712	90.49	2101456	9.51	694103_165_PRJEB72524_ERR14204785.err
940	PRJNA1237248	SRR32732896	32716970	32704293			0	32704293	28801759	88.07	3902534	11.93	234325_291_PRJNA1237248_SRR32732896.err
942	PRJNA447983	SRR6915119	20562523	19936738	20562523	19936738	80738	39873476	36189431	90.76	3684045	9.24	693749_80_PRJNA447983_SRR6915119.err
943	PRJNA1237248	SRR32733545	31929931	31916986			0	31916986	28289740	88.64	3627246	11.36	234325_169_PRJNA1237248_SRR32733545.err
944	PRJNA1237248	SRR32733112	34380939	34368122			0	34368122	31190197	90.75	3177925	9.25	234325_35_PRJNA1237248_SRR32733112.err
945	PRJNA429097	SRR6451684	20529963	18707442	20529963	18707442	23246	37414884	31636900	84.56	5777984	15.44	693416_54_PRJNA429097_SRR6451684.err
946	PRJNA1237248	SRR32733468	47109563	47088828			0	47088828	42193942	89.60	4894886	10.40	234325_534_PRJNA1237248_SRR32733468.err
948	PRJNA1237248	SRR32733236	40968020	40954707			0	40954707	36223506	88.45	4731201	11.55	234325_30_PRJNA1237248_SRR32733236.err
949	PRJNA447983	SRR6915118	24297397	23795985	24297397	23795985	68886	47591970	41994978	88.24	5596992	11.76	693749_40_PRJNA447983_SRR6915118.err
950	PRJNA1237248	SRR32733569	50393237	50370718			0	50370718	45234640	89.80	5136078	10.20	234325_472_PRJNA1237248_SRR32733569.err
951	PRJNA1237248	SRR32733407	58060802	58037536			0	58037536	52555506	90.55	5482030	9.45	234325_775_PRJNA1237248_SRR32733407.err
952	PRJNA1237248	SRR32732959	42798106	42782118			0	42782118	38208044	89.31	4574074	10.69	234325_402_PRJNA1237248_SRR32732959.err
953	PRJNA1237248	SRR32733322	62419110	62395954			0	62395954	56026605	89.79	6369349	10.21	234325_477_PRJNA1237248_SRR32733322.err
954	PRJNA429097	SRR6456367	20475438	18680554	20475438	18680554	403810	37361108	13435489	35.96	23925619	64.04	693416_33_PRJNA429097_SRR6456367.err
